科號,中文課名,英文課名,學分,上課時間,教室,教師,人限,總人數,備註欄,此課程已列入之系所班別,遠距課,授課語言,通識對象,通識分類,code,系所全名,院全名,課程字頭,課程屬性,學年期,第一二專長對應,學分學程對應,科目名稱 Course Name,授課教師 Teacher,修課人數 Enrollment,等級制,等級制.1,百分制,百分制.1
11120LS390205,書報討論,Seminar,1,R2,生二218,陳韋靜,12,9,,生科系109B必修,,中,,,LS,生命科學系,生命科學暨醫學院,3,大學部,11120,生命科學(第一專長),,書報討論 Seminar,"陳韋靜 CHEN, WEI-CHING",7,4.02,0.07,90,3.82
11120LS405000,學士論文,BachelorThesis,3,,,指導教授,,7,指導教授限生科院專任教師,生科系108B選修,,中,,,LS,生命科學系,生命科學暨醫學院,4,大學部,11120,,,學士論文 Bachelor Thesis,指導教授,7,4.3,0,,
11120LS414300,生態學,Ecology,3,R7R8R9,生二105,曾晴賢,,30,,生科系108B選修,,中,,,LS,生命科學系,生命科學暨醫學院,4,大學部,11120,,(跨領域)能源科技與永續社會學分學程,生態學 Ecology,"曾晴賢 TSENG, CHING-HSIEN",30,4.03,0.15,90.37,7.88
11120LS414900,生態工法概論,IntroductionofEco-technology,2,F7F8,生二105,曾晴賢,,16,限修過生態學或同時選修生態學,生科系108B選修,,中,,,LS,生命科學系,生命科學暨醫學院,4,大學部,11120,,,生態工法概論 Introduction of Eco-technology,"曾晴賢 TSENG, CHING-HSIEN",16,3.88,0.14,87.13,7.38
11120LS424200,生物發育學,DevelopmentalBiology,2,W5W6,生二109,徐瑞洲,,14,,生科系108B選修,,中,,,LS,生命科學系,生命科學暨醫學院,4,大學部,11120,,,生物發育學 Developmental Biology,"徐瑞洲 HSU, JUI-CHOU",14,2.78,0.63,73.07,31.96
11120LSBI700200,論文研究,Thesis,0,,,指導教授,,5,限博二以上修習,生技博士學程111D必修,,中,,,LSBI,生技產業博士學位學程,生命科學暨醫學院,7,研究所,11120,,,,,,,,,
11120LSBS514500,動物病毒文獻探討特論,SpecialTopicsinAnimalVirologySeminars,2,MaMb,生二213,殷献生,0,3,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生資所111D選修,生資所111M選修",,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,動物病毒文獻探討特論 Special Topics in Animal Virology Seminars,"殷Y生 YIN, HSIEN-SHENG",3,4.08,0.05,92,2.83
11120LSBS514800,傳染疾病模型特論二,SpecialTopicsinInfectiousDiseaseModelingII,2,MaMb,生一421A,張筱涵,0,4,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生資所111D選修,生資所111M選修",,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,傳染疾病模型特論二 Special Topics in Infectious Disease Modeling II,"張筱涵 CHANG, HSIAO-HAN",4,4.08,0.04,92,2.45
11120LSBS525200,創傷癒合與癌症療法特論二,SpecialTopicsinWoundHealingandCancerTherapyII,2,MaMb,生二217,莊永仁,0,5,需與授課教師討論後加簽選課,"生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,創傷癒合與癌症療法特論二 Special Topics in Wound Healing and Cancer Therapy II,"莊永仁 CHUANG, YUNG-JEN",5,4,0,,
11120LSBS544200,植物分子生物技術特論,SpecialTopicsonPlantMolecularBiotechnology,2,F5F6,生二526,劉姿吟,0,3,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生資所111D選修,生資所111M選修",,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,植物分子生物技術特論 Special Topics on Plant Molecular Biotechnology,"劉姿吟 LIU, TZU-YIN",3,3.76,0.08,85,4.08
11120LSBS554400,現代生物物理方法和應用,ModernBiophysicalMethodsandApplications,2,R7R8,生二206,鄭惠春,,9,,"生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,現代生物物理方法和應用 Modern Biophysical Methods and Applications,"鄭惠春 CHENG, HUI-CHUN",9,3.92,0.14,87.78,7.48
11120LSBS564200,疾病結構生物資訊學,"StructuralBiology,BioinformaticsandDrugTargetofInfectiousandNoncommunicableDiseases",2,R6R7,生一421A,吳文桂,,5,,"生資所111D選修,生資所111M選修",,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,"疾病結構生物資訊學 Structural Biology, Bioinformatics and Drug Target of Infectious and Noncommunicable Diseases","吳文桂 WU, WEN-GUEY",5,3.92,0.33,,
11120LSBS565000,生物資料庫,BiologicalDatabase,3,W7W8W9,生二220,呂平江,25,22,,"生資所111D選修,生資所111M選修",,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,(跨領域)生物資訊學分學程,生物資料庫 Biological Database,"呂平江 LYU, PING-CHIANG",22,3.53,0.56,,
11120LSBS565100,電腦生物學,ComputationalBiology,3,F2F3F4,生二220,楊立威,20,12,,"生資所111D選修,生資所111M選修",,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,(跨領域)生物資訊學分學程,電腦生物學 Computational Biology,"楊立威 YANG, LEE-WEI",12,3.49,0.24,81.42,12.35
11120LSBS565700,中心體結構功能與調控特論,"SpecialTopicsinStructure,Function,andRegulationoftheCentrosome",2,MnM5,生二217,鄭惠春,0,3,需與授課教師討論後加簽選課,"生資所111D選修,生資所111M選修",,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,"中心體結構功能與調控特論 Special Topics in Structure, Function, and Regulation of the Centrosome","鄭惠春 CHENG, HUI-CHUN",3,4,0.09,89.33,4.92
11120LSBS566000,二維電泳與生物質譜分析特論二,SpecialTopicsin2D-gelElectrophoresisandBiologicalMassSpectrometryII,1,F3,生二213,詹鴻霖,0,3,需與授課教師討論後加簽選課,"生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,二維電泳與生物質譜分析特論二 Special Topics in 2D-gel Electrophoresis and Biological Mass Spectrometry II,"詹鴻霖 CHAN, HONG-LIN",3,4.16,0,95,0
11120LSBS566600,從基因調控網路、系統生物學到系統醫學,"FromGeneRegulatoryNetworks,SystemsBiologytoSystemsMedicine",2,F7F8,生二113,喻秋華,,7,,"生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,"從基因調控網路、系統生物學到系統醫學 From Gene Regulatory Networks, Systems Biology to Systems Medicine",喻秋華  YUH CHIOU HWA,7,4.15,0.03,94.86,1.81
11120LSBS567200,RNA生物學與療法,RNABiologyandTherapeutics,2,T3T4,生二206,林珮君,15,6,,"生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,RNA生物學與療法 RNA Biology and Therapeutics,林珮君 LIN. PEI-CHUN,6,3.92,0.05,87.67,2.98
11120LSBS567600,結構生物資訊學特論二,SpecialTopiconStructuralBioinformaticsII,2,FnF5,生二105,呂平江,0,4,"需與授課教師討論後加簽選課.教學方式以講解,討論,評論,學生演講為主.每週深入探討,解析學術論文與實驗數據","生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,結構生物資訊學特論二 Special Topic on Structural Bioinformatics II,"呂平江 LYU, PING-CHIANG",4,4,0,,
11120LSBS573200,疫苗醫療創新領域,FrontiersinVaccinology,2,W7W8,生二109,"殷献生,徐子勝,謝琬甄",50,42,,"生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,疫苗醫療創新領域 Frontiers in Vaccinology,"殷Y生 YIN, HSIEN-SHENG 徐子勝 HSU, TZU-SHENG 謝琬甄 HSIEH, WAN-CHEN",42,4.04,0.22,90.69,11.47
11120LSBS590201,書報討論,Seminar,1,W5,生二206,鄭惠春,13,11,大四(含)以上請與授課教師討論後加簽選課,生資所111M必修,,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,書報討論 Seminar,"鄭惠春 CHENG, HUI-CHUN",11,4.02,0.06,89.82,3.01
11120LSBS590202,書報討論,Seminar,1,W5,生二107,劉姿吟,13,12,大四(含)以上請與授課教師討論後加簽選課,生資所111M必修,,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,書報討論 Seminar,"劉姿吟 LIU, TZU-YIN",12,3.86,0.11,86.75,5.66
11120LSBS590400,專題討論,TopicalSeminar,1,R3R4,生二107,林珮君,40,40,大四(含)以上請與授課教師討論後加簽選課,生資所111M必修,,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,5,研究所,11120,,,專題討論 Topical Seminar,林珮君 LIN. PEI-CHUN,40,3.85,0.09,86.6,4.57
11120LSBS600200,論文研究,Thesis,0,,,指導教授,,30,限碩二以上修習,生資所111M必修,,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,6,研究所,11120,,,,,,,,,
11120LSBS632100,高等生物化學,AdvancedBiochemistry,3,T6T7T8,生二107,"詹鴻霖,鄭惠春,陳韋靜,劉懿璇",,8,,"生資所111D選修,生資所111M選修",,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,6,研究所,11120,,,高等生物化學 Advanced Biochemistry,"詹鴻霖 CHAN, HONG-LIN 鄭惠春 CHENG, HUI-CHUN 陳韋靜 CHEN, WEI-CHING 劉懿璇 LIU, YI-SHIUAN",8,3.1,0.23,77,11.77
11120LSBS700200,論文研究,Thesis,0,,,指導教授,,26,限博二以上修習,生資所111D必修,,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,7,研究所,11120,,,,,,,,,
11120LSBS790201,書報討論,Seminar,1,F5,生二113,林珮君,10,7,,生資所111D必修,,中,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,7,研究所,11120,,,書報討論 Seminar,林珮君 LIN. PEI-CHUN,7,3.83,0.12,86.29,6.02
11120LSBS790400,專題討論,TopicalSeminar,1,R3R4,生二206,張筱涵,10,13,,生資所111D必修,,英,,,LSBS,生物資訊與結構生物研究所,生命科學暨醫學院,7,研究所,11120,,,專題討論 Topical Seminar,"張筱涵 CHANG, HSIAO-HAN",13,3.9,0.11,87.38,5.58
11120LSBT505400,跨領域學術英文寫作分析,InterdisciplinaryAcademicEnglishWritingAnalysis,1,M7,生二217,湯學成,15,12,化工系選修可列入畢業學分,"化工系111M選修,生技所111D選修,生技所111M選修",,中,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,跨領域學術英文寫作分析 Interdisciplinary Academic English Writing Analysis,"湯學成 TANG, SHIUE-CHENG",12,3.48,0.51,81.25,25.66
11120LSBT516300,生技產業,Bioindustry,3,M6M7M8,生二105,程家維,,13,歡迎大三四同學選修,"生技所111D選修,生技所111M選修",,中,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,(跨領域)生物產業技術學分學程/(跨領域)生物科技管理學分學程,生技產業 Bioindustry,"程家維 CHENG, JYA-WEI",13,4.12,0.15,,
11120LSBT544200,果蠅之老化與壓力研究,AgingandStressStudiesinDrosophilaMelanogaster,2,T1T2,生二206,汪宏達,0,10,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生技所111D選修,生技所111M選修",,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,果蠅之老化與壓力研究 Aging and Stress Studies in Drosophila Melanogaster,"汪宏達 WANG, HORNG-DAR",10,4.06,0.03,91.5,1.8
11120LSBT545600,離子通道與疾病特論,SpecialTopicsinIonChannelsandDiseases,2,F7F8,生一405A,邱于芯,0,3,需與授課教師討論後加簽選課,"生技所111D選修,生技所111M選修",,中,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,離子通道與疾病特論 Special Topics in Ion Channels and Diseases,"邱于芯 CHIU, YU-HSIN",3,3.92,0.04,87.67,2.05
11120LSBT564100,生物核磁共振導論,IntroductiontoBiologicalNMR,3,T6T7T8,生二113,程家維,,4,,"生技所111D選修,生技所111M選修",,中,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,生物核磁共振導論 Introduction to Biological NMR,"程家維 CHENG, JYA-WEI",4,4.23,0.13,,
11120LSBT573200,肺臟上皮發育與疾病特論二,SpecialTopicsinLungEpitheliumDevelopmentandDiseasesII,2,M3M4,生二207,王翊青,0,5,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生技所111D選修,生技所111M選修",,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,肺臟上皮發育與疾病特論二 Special Topics in Lung Epithelium Development and Diseases II,"王翊青 WANG, I-CHING",5,3.95,0.03,88.2,1.6
11120LSBT574800,果蠅動物模式在人類疾病之研究,ModelingHumanDiseasesinDrosophila,2,T5T6,生二206,桑自剛,0,3,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生技所111D選修,生技所111M選修",,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,果蠅動物模式在人類疾病之研究 Modeling Human Diseases in Drosophila,"桑自剛 SANG, TZU-KANG",3,4,0,,
11120LSBT575600,轉譯癌症研究特論,SpecialTopicsinTranslationalCancerResearch,2,T9Ta,生二217,周裕珽,0,3,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生技所111D選修,生技所111M選修",,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,轉譯癌症研究特論 Special Topics in Translational Cancer Research,"周裕珽 CHOU, YU-TING",3,4.13,0.05,94,2.94
11120LSBT576000,多體學分析於精準醫學應用概論,IntroductionofMulti-omicsAnalysisinPrecisionMedicine,1,W7,生二113,周裕珽,50,11,,"生技所111D選修,生技所111M選修",,中,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,多體學分析於精準醫學應用概論 Introduction of Multi-omics Analysis in Precision Medicine,"周裕珽 CHOU, YU-TING",11,3.97,0.15,88.55,7.8
11120LSBT576200,疫苗與免疫科學,VaccinesandImmunizationScience,2,TaTb,生二113,吳夙欽,,6,,"生技所111D選修,生技所111M選修",,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,疫苗與免疫科學 Vaccines and Immunization Science,"吳夙欽 WU, SUH-CHIN",6,3.7,0.1,84,5.26
11120LSBT576600,遠端轉移的分子機制特論二,SpecialTopicsinMolecularMechanismsUnderlyingDistantMetastasisII,2,M5M6,生二626,林愷悌,0,5,需與授課教師討論後加簽選課,"生技所111D選修,生技所111M選修",,中,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,遠端轉移的分子機制特論二 Special Topics in Molecular Mechanisms Underlying Distant Metastasis II,"林愷悌 LIN, KAI-TI",5,4.18,0.15,,
11120LSBT577000,粒線體動態調控與疾病特論,SpecialTopicsonMitochondriaDynamicsandPathogenesis,2,M3M4,生二206,張壯榮,0,5,需與授課教師討論後加簽選課Requiringapplicationinordertoenrollinthecourse.,"生技所111D選修,生技所111M選修",,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,粒線體動態調控與疾病特論 Special Topics on Mitochondria Dynamics and Pathogenesis,"張壯榮 CHANG, CHUANG-RUNG",5,4.24,0.12,,
11120LSBT584500,共軛焦顯微鏡實驗,ConfocalMicroscopyLaboratory,1,MnTn,生二526,湯學成,0,4,需與授課教師討論後加簽選課,"生技所111D選修,生技所111M選修",,中,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,共軛焦顯微鏡實驗 Confocal Microscopy Laboratory,"湯學成 TANG, SHIUE-CHENG",4,3.79,0.06,85.5,3.2
11120LSBT590201,書報討論,Seminar,1,W5,生二113,桑自剛,13,10,大四(含)以上請與授課教師討論後加簽選課,生技所111M必修,,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,書報討論 Seminar,"桑自剛 SANG, TZU-KANG",10,3.8,0.12,85.8,6.43
11120LSBT590202,書報討論,Seminar,1,W5,生二220A,張壯榮,13,10,大四(含)以上請與授課教師討論後加簽選課,生技所111M必修,,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,書報討論 Seminar,"張壯榮 CHANG, CHUANG-RUNG",10,3.94,0.18,,
11120LSBT590400,專題討論,TopicalSeminar,1,R3R4,生二113,林亦凡,40,35,大四(含)以上請與授課教師討論後加簽選課,生技所111M必修,,英,,,LSBT,生物科技研究所,生命科學暨醫學院,5,研究所,11120,,,專題討論 Topical Seminar,"林亦凡 LIN, YI-FAN",35,3.4,0.08,80.26,4.29
11120LSBT600200,論文研究,Thesis,0,,,指導教授,,32,限碩二以上修習,生技所111M必修,,中,,,LSBT,生物科技研究所,生命科學暨醫學院,6,研究所,11120,,,,,,,,,
11120LSBT700200,論文研究,Thesis,0,,,指導教授,,34,限博二以上修習,生技所111D必修,,中,,,LSBT,生物科技研究所,生命科學暨醫學院,7,研究所,11120,,,,,,,,,
11120LSBT790201,書報討論,Seminar,1,F5,生二217,周裕珽,10,6,,生技所111D必修,,中,,,LSBT,生物科技研究所,生命科學暨醫學院,7,研究所,11120,,,書報討論 Seminar,"周裕珽 CHOU, YU-TING",6,4.06,0.07,91.5,3.59
11120LSBT790202,書報討論,Seminar,1,F5,生二218,林亦凡,10,8,,生技所111D必修,,英,,,LSBT,生物科技研究所,生命科學暨醫學院,7,研究所,11120,,,書報討論 Seminar,"林亦凡 LIN, YI-FAN",8,3.79,0.09,85.63,4.64
11120LSBT790400,專題討論,TopicalSeminar,1,R3R4,生二207,邱于芯,10,13,,生技所111D必修,,英,,,LSBT,生物科技研究所,生命科學暨醫學院,7,研究所,11120,,,專題討論 Topical Seminar,"邱于芯 CHIU, YU-HSIN",13,3.91,0.11,87.54,5.79
11120LSC110200,生命科學二,LifeScienceII,3,R7R8R9,生二講堂,"黃貞祥,焦傳金,彭明德,劉姿吟",300,138,彈性學期週數16週(含實中科學班),"醫科系111B必修,生科系111B必修,生科院學士班111B必修",,中,,,LSC,生醫學院,生命科學暨醫學院,1,大學部,11120,"醫學科學(第一專長),生命科學(第一專長)",(跨領域)生物科技管理學分學程,生命科學二 Life Science II,"黃貞祥 NG, CHEN SIANG 焦傳金 CHIAO, CHUAN-CHIN 彭明德 PERNG, MING-DER 劉姿吟 LIU, TZU-YIN",137,2.75,0.23,72.75,11.9
11120LSC230200,生物化學二,BiochemistryII,3,T1T2F2,生二講堂,"詹鴻霖,蘇士哲,劉姿吟",,127,,"醫科系110B必修,生科系110B必修,生科院學士班110B必修",,中,,,LSC,生醫學院,生命科學暨醫學院,2,大學部,11120,"醫學科學(第二專長),醫學科學(第一專長),生命科學(第二專長),生命科學(第一專長)",(跨領域)生物產業技術學分學程,生物化學二 Biochemistry II,"詹鴻霖 CHAN, HONG-LIN 蘇士哲 SU, SHIH-CHE 劉姿吟 LIU, TZU-YIN",125,1.94,0.39,64.96,19.71
